,Author,Editor,Paper,Affiliation,CompanyUniversity,Decision,Opinion
439,Oded Shmueli,Walter J. Savitch,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.,Intel,Company,Accepted,Nice to know.
440,Hans Ulrich Simon,Walter J. Savitch,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.,Intel,Company,Accepted,Really good.
441,Sanjeev Saxena,George Leih,State space axioms for T-systems.,UDL,University,Accepted,"Nice paper, but not too much interesting."
442,Arnold Schönhage,George Leih,State space axioms for T-systems.,Microsoft,Company,Denied,Too much boring.
443,Arnold Schönhage,George Leih,Extended multi bottom-up tree transducers.,Microsoft,Company,Denied,Really good.
444,Hans Ulrich Simon,George Leih,Extended multi bottom-up tree transducers.,Intel,Company,Denied,Really good.
445,Norbert Blum,George Leih,The Clean Termination of Iterative Programs.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
446,Nathan Goodman,George Leih,The Clean Termination of Iterative Programs.,UPC,University,Denied,"Nice paper, but not too much interesting."
447,Ivan Hal Sudborough,Delphine Longuet,Infinite Proof Rules for Loops.,UPC,University,Accepted,Too much boring.
448,Hans Ulrich Simon,Delphine Longuet,Infinite Proof Rules for Loops.,UDL,University,Accepted,"Nice paper, but not too much interesting."
449,Sanjeev Saxena,Karl Meinke,Nonfinite Axiomatizability of the Equational Theory of Shuffle.,Intel,Company,Accepted,Nice to know.
450,Oded Shmueli,Karl Meinke,Nonfinite Axiomatizability of the Equational Theory of Shuffle.,UDL,University,Denied,Too much boring.
451,Sanjeev Saxena,Karl Meinke,"Running a job on a collection of partly available machines, with on-line restarts.",UPC,University,Accepted,"Nice paper, but not too much interesting."
452,Jianwen Su,Karl Meinke,"Running a job on a collection of partly available machines, with on-line restarts.",Microsoft,Company,Denied,Too much boring.
453,Norbert Blum,Karl Meinke,"Running a job on a collection of partly available machines, with on-line restarts.",Microsoft,Company,Denied,Nice to know.
454,Sanjeev Saxena,Karl Meinke,Data Refinement by Calculation.,UPC,University,Denied,"Nice paper, but not too much interesting."
455,Dana Angluin,Karl Meinke,Data Refinement by Calculation.,Intel,Company,Denied,"Nice paper, but not too much interesting."
456,Nathan Goodman,Karl Meinke,Data Refinement by Calculation.,Intel,Company,Denied,Really good.
457,Norbert Blum,George Leih,Program Refinement in Fair Transition Systems.,UDL,University,Denied,"Nice paper, but not too much interesting."
458,Sanjeev Saxena,George Leih,Program Refinement in Fair Transition Systems.,UPC,University,Accepted,"Nice paper, but not too much interesting."
459,Arnold Schönhage,George Leih,Program Refinement in Fair Transition Systems.,Intel,Company,Accepted,Really good.
460,Norbert Blum,Karl Meinke,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,UPC,University,Denied,Too much boring.
461,Hans Ulrich Simon,Karl Meinke,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,Intel,Company,Denied,"Nice paper, but not too much interesting."
462,X. J. Chen,Karl Meinke,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,UDL,University,Denied,Too much boring.
463,Nathan Goodman,Karl Meinke,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
464,Norbert Blum,Karl Meinke,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,UPC,University,Denied,Really good.
465,Sanjeev Saxena,Karl Meinke,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,UDL,University,Denied,"Nice paper, but not too much interesting."
466,Richard Hull 0001,Karl Meinke,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",UPC,University,Accepted,Too much boring.
467,Hans Ulrich Simon,Karl Meinke,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",Intel,Company,Denied,Really good.
468,Norbert Blum,Karl Meinke,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",Microsoft,Company,Accepted,Too much boring.
469,Oded Shmueli,Walter J. Savitch,On the Look-Ahead Problem in Lexical Analysis.,Intel,Company,Denied,Too much boring.
470,Hans Ulrich Simon,Walter J. Savitch,On the Look-Ahead Problem in Lexical Analysis.,Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
471,Nathan Goodman,Delphine Longuet,A theory of formal synthesis via inductive learning.,Microsoft,Company,Denied,Too much boring.
472,Norbert Blum,Delphine Longuet,A theory of formal synthesis via inductive learning.,UPC,University,Accepted,"Nice paper, but not too much interesting."
473,Sergei Gorlatch,Delphine Longuet,A theory of formal synthesis via inductive learning.,Intel,Company,Accepted,Really good.
474,Hans Ulrich Simon,Delphine Longuet,A theory of formal synthesis via inductive learning.,Intel,Company,Denied,Too much boring.
475,Sanjeev Saxena,Walter J. Savitch,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Intel,Company,Accepted,Really good.
476,Hans Ulrich Simon,Walter J. Savitch,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Microsoft,Company,Accepted,Really good.
477,Arnold Schönhage,Walter J. Savitch,Data Encodings and Their Costs.,Intel,Company,Denied,Really good.
478,Juha Honkala,Walter J. Savitch,Data Encodings and Their Costs.,UPC,University,Denied,"Nice paper, but not too much interesting."
479,Oded Shmueli,Walter J. Savitch,Hierarchies of Complete Problems.,UPC,University,Denied,Really good.
480,Hans Ulrich Simon,Walter J. Savitch,Hierarchies of Complete Problems.,UPC,University,Accepted,Really good.
481,Juha Honkala,Walter J. Savitch,Hierarchies of Complete Problems.,Microsoft,Company,Denied,Really good.
482,Oded Shmueli,Walter J. Savitch,Hierarchies of Complete Problems.,Microsoft,Company,Denied,Nice to know.
483,Hans Ulrich Simon,Delphine Longuet,Ein Vollständigkeitssatz für Programme und Schaltkreise.,UPC,University,Denied,Really good.
484,Nathan Goodman,Delphine Longuet,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Microsoft,Company,Denied,Too much boring.
485,Karel Culik II,Delphine Longuet,Ein Vollständigkeitssatz für Programme und Schaltkreise.,UPC,University,Denied,"Nice paper, but not too much interesting."
486,Sanjeev Saxena,Karl Meinke,Type-based information flow analysis for the pi-calculus.,Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
487,Norbert Blum,Karl Meinke,Type-based information flow analysis for the pi-calculus.,UPC,University,Accepted,Really good.
488,Sergei Gorlatch,Karl Meinke,Type-based information flow analysis for the pi-calculus.,UPC,University,Denied,Too much boring.
489,Sanjeev Saxena,Karl Meinke,Type-based information flow analysis for the pi-calculus.,Microsoft,Company,Accepted,Nice to know.
490,Ursula Goltz,Delphine Longuet,Sur une Conjecture de S. Greibach.,Microsoft,Company,Denied,"Nice paper, but not too much interesting."
491,Alain Finkel,Delphine Longuet,Sur une Conjecture de S. Greibach.,UDL,University,Accepted,Nice to know.
492,Annie Choquet,Delphine Longuet,Sur une Conjecture de S. Greibach.,Microsoft,Company,Accepted,Nice to know.
493,David A. Watt,Delphine Longuet,Sur une Conjecture de S. Greibach.,UDL,University,Denied,Too much boring.
494,Norbert Blum,Delphine Longuet,Sur une Conjecture de S. Greibach.,Intel,Company,Accepted,Really good.
495,Nathan Goodman,Delphine Longuet,Sur une Conjecture de S. Greibach.,Microsoft,Company,Accepted,Really good.
496,Erzsébet Csuhaj-Varjú,Delphine Longuet,Sur une Conjecture de S. Greibach.,Intel,Company,Denied,Too much boring.
497,Arnold Schönhage,Walter J. Savitch,A Conservation Law for G/G/m Queueing Systems.,UDL,University,Accepted,Really good.
498,Yijie Han,Walter J. Savitch,A Conservation Law for G/G/m Queueing Systems.,UPC,University,Accepted,Really good.
499,Sanjeev Saxena,Walter J. Savitch,A Conservation Law for G/G/m Queueing Systems.,UDL,University,Denied,"Nice paper, but not too much interesting."
500,Timothy A. Budd,Karl Meinke,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,UDL,University,Accepted,Nice to know.
501,Ernst-Rüdiger Olderog,Karl Meinke,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,UDL,University,Accepted,"Nice paper, but not too much interesting."
502,Prakash Panangaden,Karl Meinke,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Intel,Company,Accepted,Too much boring.
503,Nathan Goodman,Karl Meinke,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Intel,Company,Denied,"Nice paper, but not too much interesting."
504,Juha Honkala,Karl Meinke,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Microsoft,Company,Denied,"Nice paper, but not too much interesting."
505,Luke Hunsberger,Delphine Longuet,Context-Free Graph Grammars and Concatenation of Graphs.,Intel,Company,Denied,"Nice paper, but not too much interesting."
506,Alan Fekete,Delphine Longuet,Context-Free Graph Grammars and Concatenation of Graphs.,UPC,University,Denied,"Nice paper, but not too much interesting."
507,Hans Ulrich Simon,Delphine Longuet,Context-Free Graph Grammars and Concatenation of Graphs.,UDL,University,Denied,Really good.
508,Luke Hunsberger,Delphine Longuet,Context-Free Graph Grammars and Concatenation of Graphs.,UDL,University,Denied,Too much boring.
509,Sanjeev Saxena,George Leih,On a Class of Recursive Procedures and Equivalent Iterative Ones.,UDL,University,Denied,"Nice paper, but not too much interesting."
510,Norbert Blum,George Leih,On a Class of Recursive Procedures and Equivalent Iterative Ones.,UPC,University,Denied,"Nice paper, but not too much interesting."
511,Arnold Schönhage,George Leih,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Intel,Company,Accepted,Really good.
512,Oded Shmueli,George Leih,Algorithms for Fast Evaluation of Boolean Expressions.,UPC,University,Denied,"Nice paper, but not too much interesting."
513,Sanjeev Saxena,George Leih,Algorithms for Fast Evaluation of Boolean Expressions.,Intel,Company,Denied,Really good.
514,Norbert Blum,George Leih,Algorithms for Fast Evaluation of Boolean Expressions.,UDL,University,Accepted,Really good.
515,Nathan Goodman,George Leih,Algorithms for Fast Evaluation of Boolean Expressions.,UDL,University,Accepted,Really good.
516,Ugo Montanari,Delphine Longuet,A general account of coinduction up-to.,UDL,University,Accepted,Too much boring.
517,Juha Honkala,Delphine Longuet,A general account of coinduction up-to.,Microsoft,Company,Denied,Nice to know.
518,Michael Evangelist,Delphine Longuet,A general account of coinduction up-to.,Microsoft,Company,Accepted,Really good.
519,Ugo Montanari,Delphine Longuet,A general account of coinduction up-to.,Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
520,Don Pigozzi,Karl Meinke,A Comparison of Two Synchronizing Concepts.,Intel,Company,Denied,Nice to know.
521,X. J. Chen,Karl Meinke,A Comparison of Two Synchronizing Concepts.,Intel,Company,Denied,Nice to know.
522,Arnold Schönhage,Karl Meinke,A Comparison of Two Synchronizing Concepts.,UPC,University,Accepted,Really good.
523,David Pager,Karl Meinke,A Comparison of Two Synchronizing Concepts.,Intel,Company,Denied,Nice to know.
524,Nathan Goodman,Delphine Longuet,How to Calculate Symmetries of Petri Nets.,Microsoft,Company,Denied,Really good.
525,Michael Evangelist,Delphine Longuet,How to Calculate Symmetries of Petri Nets.,Microsoft,Company,Denied,Nice to know.
526,Hans Ulrich Simon,Karl Meinke,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
527,Sanjeev Saxena,Karl Meinke,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Intel,Company,Denied,"Nice paper, but not too much interesting."
528,Isi Mitrani,Karl Meinke,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Microsoft,Company,Denied,Too much boring.
529,Sanjeev Saxena,Delphine Longuet,Recognizability of graph and pattern languages.,Microsoft,Company,Denied,Too much boring.
530,X. J. Chen,Delphine Longuet,Recognizability of graph and pattern languages.,UPC,University,Denied,Nice to know.
531,Juha Honkala,Delphine Longuet,Recognizability of graph and pattern languages.,UPC,University,Accepted,"Nice paper, but not too much interesting."
532,Stefan Reisch,Karl Meinke,The Synthesis Problem of Petri Nets.,Intel,Company,Accepted,Nice to know.
533,Juha Honkala,Karl Meinke,The Synthesis Problem of Petri Nets.,UDL,University,Accepted,Nice to know.
534,Carol Critchlow,Karl Meinke,The Synthesis Problem of Petri Nets.,UPC,University,Accepted,Really good.
535,Ursula Goltz,Karl Meinke,The Synthesis Problem of Petri Nets.,Intel,Company,Accepted,Nice to know.
536,Arnold Schönhage,Walter J. Savitch,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,UDL,University,Accepted,Really good.
537,Francesca Rossi,Walter J. Savitch,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Intel,Company,Accepted,Too much boring.
538,Erzsébet Csuhaj-Varjú,Walter J. Savitch,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Microsoft,Company,Denied,Too much boring.
539,Nathan Goodman,Walter J. Savitch,On weighted first-order logics with discounting.,Intel,Company,Accepted,Really good.
540,Juha Honkala,Walter J. Savitch,On weighted first-order logics with discounting.,UDL,University,Denied,"Nice paper, but not too much interesting."
541,Hans Ulrich Simon,Walter J. Savitch,On weighted first-order logics with discounting.,UDL,University,Accepted,Too much boring.
542,Arnold Schönhage,Walter J. Savitch,On weighted first-order logics with discounting.,UDL,University,Accepted,"Nice paper, but not too much interesting."
543,Hans Ulrich Simon,Walter J. Savitch,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Intel,Company,Accepted,Nice to know.
544,Sergei Gorlatch,Walter J. Savitch,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,UDL,University,Denied,Really good.
545,Rob J. van Glabbeek,Karl Meinke,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Microsoft,Company,Accepted,Nice to know.
546,Zoltán Fülöp 0001,Karl Meinke,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Microsoft,Company,Denied,Too much boring.
547,Norbert Blum,Karl Meinke,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",UPC,University,Accepted,Too much boring.
548,Norbert Blum,George Leih,An Efficiency Preorder for Processes.,Intel,Company,Denied,"Nice paper, but not too much interesting."
549,Yoshihide Igarashi,George Leih,An Efficiency Preorder for Processes.,Microsoft,Company,Accepted,Nice to know.
550,Oded Shmueli,Walter J. Savitch,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
551,Arnold Schönhage,Walter J. Savitch,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,UPC,University,Denied,Nice to know.
552,Hans Ulrich Simon,Karl Meinke,Modeling Splits in File Structures.,Microsoft,Company,Denied,Nice to know.
553,John K. Lee,Karl Meinke,Modeling Splits in File Structures.,UPC,University,Denied,Too much boring.
554,Nathan Goodman,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Microsoft,Company,Accepted,Nice to know.
555,Sanjeev Saxena,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,UPC,University,Accepted,Too much boring.
556,Michael Evangelist,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Microsoft,Company,Accepted,Nice to know.
557,Oded Shmueli,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Intel,Company,Accepted,Nice to know.
558,Arnold Schönhage,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Microsoft,Company,Accepted,Really good.
559,Zoltán Fülöp 0001,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Intel,Company,Accepted,Too much boring.
560,Sanjeev Saxena,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,UPC,University,Accepted,"Nice paper, but not too much interesting."
561,Norbert Blum,George Leih,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Microsoft,Company,Denied,"Nice paper, but not too much interesting."
562,Annie Choquet,George Leih,Synchronized regular expressions.,Intel,Company,Denied,Too much boring.
563,Nathan Goodman,George Leih,Synchronized regular expressions.,Microsoft,Company,Denied,Nice to know.
564,Norbert Blum,George Leih,Synchronized regular expressions.,UDL,University,Denied,Really good.
565,Richard Hull 0001,George Leih,Synchronized regular expressions.,Intel,Company,Accepted,Really good.
566,Nathan Goodman,Karl Meinke,On regular tree languages and deterministic pushdown automata.,UDL,University,Denied,Really good.
567,Sanjeev Saxena,Karl Meinke,On regular tree languages and deterministic pushdown automata.,Microsoft,Company,Accepted,Nice to know.
568,Norbert Blum,Karl Meinke,On regular tree languages and deterministic pushdown automata.,UDL,University,Accepted,Too much boring.
569,Dana Angluin,Karl Meinke,On regular tree languages and deterministic pushdown automata.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
570,Sanjeev Saxena,Karl Meinke,On regular tree languages and deterministic pushdown automata.,Microsoft,Company,Denied,Really good.
571,Sergei Gorlatch,Karl Meinke,On regular tree languages and deterministic pushdown automata.,UPC,University,Accepted,Too much boring.
572,Hans Ulrich Simon,George Leih,A Modal Logic for Message Passing Processes.,Microsoft,Company,Accepted,Too much boring.
573,Norbert Blum,George Leih,A Modal Logic for Message Passing Processes.,Intel,Company,Accepted,Nice to know.
574,Norbert Blum,Walter J. Savitch,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
575,Arnold Schönhage,Walter J. Savitch,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
576,Sandeep Sen,Walter J. Savitch,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Intel,Company,Accepted,Really good.
577,Richard Hull 0001,Walter J. Savitch,Does indirect addressing matter? - A note.,Microsoft,Company,Denied,Too much boring.
578,Hans Ulrich Simon,Walter J. Savitch,Does indirect addressing matter? - A note.,UDL,University,Denied,Really good.
579,Timothy A. Budd,Karl Meinke,Reasoning Algebraically about Loops.,UDL,University,Accepted,Too much boring.
580,Ernst W. Mayr,Karl Meinke,Reasoning Algebraically about Loops.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
581,Prakash Panangaden,George Leih,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
582,Oded Shmueli,George Leih,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Intel,Company,Denied,"Nice paper, but not too much interesting."
583,Hans Ulrich Simon,George Leih,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Intel,Company,Denied,Really good.
584,Norbert Blum,George Leih,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,UPC,University,Accepted,Nice to know.
585,Juha Honkala,George Leih,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,UPC,University,Accepted,Too much boring.
586,Luc Devroye,George Leih,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Intel,Company,Denied,"Nice paper, but not too much interesting."
587,Moon-Jung Chung,Walter J. Savitch,Trace Nets and Process Automata.,UDL,University,Accepted,Really good.
588,Norbert Blum,Walter J. Savitch,Trace Nets and Process Automata.,Intel,Company,Accepted,Too much boring.
589,Juha Honkala,Karl Meinke,Metric propositional neighborhood logic with an equivalence relation.,Microsoft,Company,Accepted,Really good.
590,Oded Shmueli,Karl Meinke,Metric propositional neighborhood logic with an equivalence relation.,Microsoft,Company,Accepted,Really good.
