,paper,reference
584,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
585,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,On Removing the Machine from the Language.
586,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,Complete Problems for Space Bounded Subclasses of NP.
587,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
588,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",Modelling higher-order dual nondeterminacy.
589,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",Dispatcher Primitives for the Construction of Operating System Kernels.
590,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",On Parallel Integer Sorting.
591,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
592,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",State complexity of deletion and bipolar deletion.
593,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",On the Synchronization in Parallel Communicating Grammar Systems.
594,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",Weakly Context-Sensitive Languages as Model for Programming Languages.
595,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",The Construction of Operator Interfaces Based on Logical Input Devices.
596,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",Program Refinement in Fair Transition Systems.
597,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.","M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages."
598,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",A theory of formal synthesis via inductive learning.
599,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",A Conservation Law for G/G/m Queueing Systems.
600,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",A Modal Logic for Message Passing Processes.
601,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
602,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
603,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",A theory of structural stationarity in the 
604,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.","Special issue on ""Combining Compositionality and Concurrency"": part 1."
605,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages.",Two Notions of Correctness and Their Relation to Testing.
606,On the Look-Ahead Problem in Lexical Analysis.,Variance Reduction Techniques for the Simulation of Markov Process.
607,On the Look-Ahead Problem in Lexical Analysis.,Gobang ist PSPACE-vollständig.
608,On the Look-Ahead Problem in Lexical Analysis.,Optimizing the Costs of Hierarchical Quorum Consensus.
609,On the Look-Ahead Problem in Lexical Analysis.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
610,On the Look-Ahead Problem in Lexical Analysis.,Maximum Entropy and the 
611,On the Look-Ahead Problem in Lexical Analysis.,Complete Problems for Space Bounded Subclasses of NP.
612,A theory of formal synthesis via inductive learning.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
613,A theory of formal synthesis via inductive learning.,Fifo Nets Without Order Deadlock.
614,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Modelling higher-order dual nondeterminacy.
615,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Dispatcher Primitives for the Construction of Operating System Kernels.
616,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Contextual Nets.
617,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Data Encodings and Their Costs.
618,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Hierarchies of Complete Problems.
619,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Algorithms for Fast Evaluation of Boolean Expressions.
620,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,A general account of coinduction up-to.
621,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,An Efficiency Preorder for Processes.
622,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
623,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Compositional Refinements in Multiple Blackboard Systems.
624,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Inductive Completion with Retracts.
625,Data Encodings and Their Costs.,Instruction sequence processing operators.
626,Data Encodings and Their Costs.,Optimizing the Costs of Hierarchical Quorum Consensus.
627,Data Encodings and Their Costs.,A Modal Logic for Message Passing Processes.
628,Data Encodings and Their Costs.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
629,Data Encodings and Their Costs.,Does indirect addressing matter? - A note.
630,Data Encodings and Their Costs.,Branching Processes in the Analysis of the Heights of Trees.
631,Hierarchies of Complete Problems.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
632,Hierarchies of Complete Problems.,Instruction sequence processing operators.
633,Hierarchies of Complete Problems.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
634,Hierarchies of Complete Problems.,Special issue: Synthesis and SYNT 2014.
635,Hierarchies of Complete Problems.,Recursive Petri nets.
636,Hierarchies of Complete Problems.,Extended multi bottom-up tree transducers.
637,Hierarchies of Complete Problems.,An Efficiency Preorder for Processes.
638,Hierarchies of Complete Problems.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
639,Hierarchies of Complete Problems.,Pattern Matching in Trees and Nets.
640,Hierarchies of Complete Problems.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
641,Hierarchies of Complete Problems.,A Three-Stage Construction for Multiconnection Networks.
642,Hierarchies of Complete Problems.,The Expressive Power of Delay Operators in SCCS.
643,Hierarchies of Complete Problems.,A Note on the Density of Inherently Ambiguous Context-free Languages.
644,Hierarchies of Complete Problems.,Best Huffman Trees.
645,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Dispatcher Primitives for the Construction of Operating System Kernels.
646,Ein Vollständigkeitssatz für Programme und Schaltkreise.,On Parallel Integer Sorting.
647,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.
648,Ein Vollständigkeitssatz für Programme und Schaltkreise.,A Complete Algebraic Characterization of Behavioral Subtyping.
649,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Decomposition of Graphs and Monotone Formula Size of Homogeneous Functions.
650,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Concurrent Bisimulations in Petri Nets.
651,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
652,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
653,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Type-based information flow analysis for the pi-calculus.
654,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Sur une Conjecture de S. Greibach.
655,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
656,Ein Vollständigkeitssatz für Programme und Schaltkreise.,The Synthesis Problem of Petri Nets.
657,Ein Vollständigkeitssatz für Programme und Schaltkreise.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
658,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
659,Ein Vollständigkeitssatz für Programme und Schaltkreise.,On regular tree languages and deterministic pushdown automata.
660,Ein Vollständigkeitssatz für Programme und Schaltkreise.,A Modal Logic for Message Passing Processes.
661,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Reasoning Algebraically about Loops.
662,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Fifo Nets Without Order Deadlock.
663,Ein Vollständigkeitssatz für Programme und Schaltkreise.,Branching Processes in the Analysis of the Heights of Trees.
664,Ein Vollständigkeitssatz für Programme und Schaltkreise.,On an Equivalence between Continuation and Stack Semantics.
665,Ein Vollständigkeitssatz für Programme und Schaltkreise.,The Parsing Problem for Affix Grammars.
666,Type-based information flow analysis for the pi-calculus.,Optimizing the Costs of Hierarchical Quorum Consensus.
667,Type-based information flow analysis for the pi-calculus.,Sur une Conjecture de S. Greibach.
668,Type-based information flow analysis for the pi-calculus.,Context-Free Graph Grammars and Concatenation of Graphs.
669,Type-based information flow analysis for the pi-calculus.,A general account of coinduction up-to.
670,Type-based information flow analysis for the pi-calculus.,On Removing the Machine from the Language.
671,Sur une Conjecture de S. Greibach.,A Modal Logic for Message Passing Processes.
672,Sur une Conjecture de S. Greibach.,Fifo Nets Without Order Deadlock.
673,Sur une Conjecture de S. Greibach.,On Efficient Entreeings.
674,A Conservation Law for G/G/m Queueing Systems.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
675,A Conservation Law for G/G/m Queueing Systems.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
676,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Modelling higher-order dual nondeterminacy.
677,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
678,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Automatic Correction of Syntax-Errors in Programming Languages.
679,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Data Refinement by Calculation.
680,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,On the Look-Ahead Problem in Lexical Analysis.
681,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,A Comparison of Two Synchronizing Concepts.
682,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
683,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,"Invariants, Composition, and Substitution."
684,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Complete Problems for Space Bounded Subclasses of NP.
685,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Inductive Completion with Retracts.
686,Context-Free Graph Grammars and Concatenation of Graphs.,Variance Reduction Techniques for the Simulation of Markov Process.
687,Context-Free Graph Grammars and Concatenation of Graphs.,On the Look-Ahead Problem in Lexical Analysis.
688,Context-Free Graph Grammars and Concatenation of Graphs.,A theory of formal synthesis via inductive learning.
689,Context-Free Graph Grammars and Concatenation of Graphs.,A general account of coinduction up-to.
690,Context-Free Graph Grammars and Concatenation of Graphs.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
691,Context-Free Graph Grammars and Concatenation of Graphs.,Branching Processes in the Analysis of the Heights of Trees.
692,Context-Free Graph Grammars and Concatenation of Graphs.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
693,Context-Free Graph Grammars and Concatenation of Graphs.,Automatic verification of concurrent systems using a formula-based compositional approach.
694,Context-Free Graph Grammars and Concatenation of Graphs.,Complete Problems for Space Bounded Subclasses of NP.
695,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Contextual Nets.
696,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Domain Independence and the Relational Calculus.
697,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Bounded Quantification and Relations Recognizable by Finite Automata.
698,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Automatic Correction of Syntax-Errors in Programming Languages.
699,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Concurrent Bisimulations in Petri Nets.
700,On a Class of Recursive Procedures and Equivalent Iterative Ones.,A general account of coinduction up-to.
701,On a Class of Recursive Procedures and Equivalent Iterative Ones.,A Three-Stage Construction for Multiconnection Networks.
702,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Best Huffman Trees.
703,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
704,Algorithms for Fast Evaluation of Boolean Expressions.,STG decomposition strategies in combination with unfolding.
705,Algorithms for Fast Evaluation of Boolean Expressions.,Optimizing the Costs of Hierarchical Quorum Consensus.
706,Algorithms for Fast Evaluation of Boolean Expressions.,A Conservation Law for G/G/m Queueing Systems.
707,Algorithms for Fast Evaluation of Boolean Expressions.,Automatic verification of concurrent systems using a formula-based compositional approach.
708,A general account of coinduction up-to.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
709,A general account of coinduction up-to.,Gobang ist PSPACE-vollständig.
710,A general account of coinduction up-to.,On the Look-Ahead Problem in Lexical Analysis.
711,A general account of coinduction up-to.,Fifo Nets Without Order Deadlock.
712,A general account of coinduction up-to.,Maximum Entropy and the 
713,A general account of coinduction up-to.,Complete Problems for Space Bounded Subclasses of NP.
714,A Comparison of Two Synchronizing Concepts.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
715,A Comparison of Two Synchronizing Concepts.,Regular and context-free nominal traces.
716,A Comparison of Two Synchronizing Concepts.,Gobang ist PSPACE-vollständig.
717,A Comparison of Two Synchronizing Concepts.,Multitype Multiprogramming Models.
718,A Comparison of Two Synchronizing Concepts.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
719,A Comparison of Two Synchronizing Concepts.,State space axioms for T-systems.
720,A Comparison of Two Synchronizing Concepts.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
721,How to Calculate Symmetries of Petri Nets.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
722,How to Calculate Symmetries of Petri Nets.,Concurrent Bisimulations in Petri Nets.
723,How to Calculate Symmetries of Petri Nets.,Data Encodings and Their Costs.
724,How to Calculate Symmetries of Petri Nets.,Type-based information flow analysis for the pi-calculus.
725,How to Calculate Symmetries of Petri Nets.,On weighted first-order logics with discounting.
726,How to Calculate Symmetries of Petri Nets.,Modeling Splits in File Structures.
727,How to Calculate Symmetries of Petri Nets.,Metric propositional neighborhood logic with an equivalence relation.
728,How to Calculate Symmetries of Petri Nets.,Pattern Matching in Trees and Nets.
729,How to Calculate Symmetries of Petri Nets.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
730,How to Calculate Symmetries of Petri Nets.,Calculi for Interaction.
731,How to Calculate Symmetries of Petri Nets.,Gray visiting Motzkins.
732,How to Calculate Symmetries of Petri Nets.,"Invariants, Composition, and Substitution."
733,How to Calculate Symmetries of Petri Nets.,A Note on the Density of Inherently Ambiguous Context-free Languages.
734,How to Calculate Symmetries of Petri Nets.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
735,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Another Polynomial Homomorphism.
736,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Representation and uniformization of algebraic transductions.
737,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
738,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Fifo Nets Without Order Deadlock.
739,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Trace- and failure-based semantics for responsiveness.
740,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.",Inductive Completion with Retracts.
741,Recognizability of graph and pattern languages.,Attribute (Re)evaluation in OPTRAN.
742,Recognizability of graph and pattern languages.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
743,Recognizability of graph and pattern languages.,The Construction of Operator Interfaces Based on Logical Input Devices.
744,Recognizability of graph and pattern languages.,Automatic Correction of Syntax-Errors in Programming Languages.
745,Recognizability of graph and pattern languages.,"M-Nets: An Algebra of High-Level Petri Nets, with an Application to the Semantics of Concurrent Programming Languages."
746,Recognizability of graph and pattern languages.,A Conservation Law for G/G/m Queueing Systems.
747,Recognizability of graph and pattern languages.,Recognizability of graph and pattern languages.
748,Recognizability of graph and pattern languages.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
749,Recognizability of graph and pattern languages.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
750,Recognizability of graph and pattern languages.,A Workload Model Representative of Static and Dynamic Characteristics.
751,Recognizability of graph and pattern languages.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
752,Recognizability of graph and pattern languages.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
753,Recognizability of graph and pattern languages.,Relational structures model of concurrency.
754,Recognizability of graph and pattern languages.,On Removing the Machine from the Language.
755,The Synthesis Problem of Petri Nets.,Regular and context-free nominal traces.
756,The Synthesis Problem of Petri Nets.,Sur une Conjecture de S. Greibach.
757,The Synthesis Problem of Petri Nets.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
758,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Compositional schedulability analysis of real-time actor-based systems.
759,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
760,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Instruction sequence processing operators.
761,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,What is Failure? An Approach to Constructive Negation.
762,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Probabilistic bisimulation for realistic schedulers.
763,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Another Polynomial Homomorphism.
764,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
765,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,A general account of coinduction up-to.
766,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,How to Calculate Symmetries of Petri Nets.
767,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
768,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,A Modal Logic for Message Passing Processes.
769,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
770,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Disjunctivity and other properties of sets of pseudo-bordered words.
771,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,On Removing the Machine from the Language.
772,On weighted first-order logics with discounting.,A Note on Multihead Automata and Context-Sensitive Languages
773,On weighted first-order logics with discounting.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
774,On weighted first-order logics with discounting.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
775,On weighted first-order logics with discounting.,Pattern Matching in Trees and Nets.
776,On weighted first-order logics with discounting.,On the Power of Chain Rules in Context Free Grammars.
777,On weighted first-order logics with discounting.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
778,On weighted first-order logics with discounting.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
779,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
780,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Another Polynomial Homomorphism.
781,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
782,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,"Running a job on a collection of partly available machines, with on-line restarts."
783,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,An Efficiency Preorder for Processes.
784,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
785,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Pattern Matching in Trees and Nets.
786,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,On the Power of Chain Rules in Context Free Grammars.
787,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
788,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
789,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,A Synthesis of Several Sorting Algorithms.
790,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Branching Processes in the Analysis of the Heights of Trees.
791,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,A theory of structural stationarity in the 
792,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Contextual Nets.
793,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Bounded Quantification and Relations Recognizable by Finite Automata.
794,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Weakly Context-Sensitive Languages as Model for Programming Languages.
795,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",State space axioms for T-systems.
796,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Nonfinite Axiomatizability of the Equational Theory of Shuffle.
797,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",A Modal Logic for Message Passing Processes.
798,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",A Synthesis of Several Sorting Algorithms.
799,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Complete Problems for Space Bounded Subclasses of NP.
800,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Inductive Completion with Retracts.
801,An Efficiency Preorder for Processes.,Weakly Context-Sensitive Languages as Model for Programming Languages.
802,An Efficiency Preorder for Processes.,On the Look-Ahead Problem in Lexical Analysis.
803,An Efficiency Preorder for Processes.,Data Encodings and Their Costs.
804,An Efficiency Preorder for Processes.,Trace Nets and Process Automata.
805,An Efficiency Preorder for Processes.,Complete Problems for Space Bounded Subclasses of NP.
806,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Multitype Multiprogramming Models.
807,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
808,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,The Clean Termination of Iterative Programs.
809,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Data Refinement by Calculation.
810,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Context-Free Graph Grammars and Concatenation of Graphs.
811,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
812,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Modeling Splits in File Structures.
813,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Trace Nets and Process Automata.
814,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Pattern Matching in Trees and Nets.
815,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Equational weighted tree transformations.
816,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,A Workload Model Representative of Static and Dynamic Characteristics.
817,Modeling Splits in File Structures.,Weakly Context-Sensitive Languages as Model for Programming Languages.
818,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Contextual Nets.
819,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Recursive Petri nets.
820,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
821,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Data Encodings and Their Costs.
822,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
823,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,On the Power of Chain Rules in Context Free Grammars.
824,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
825,Synchronized regular expressions.,Variance Reduction Techniques for the Simulation of Markov Process.
826,Synchronized regular expressions.,Gobang ist PSPACE-vollständig.
827,Synchronized regular expressions.,A general account of coinduction up-to.
828,Synchronized regular expressions.,On regular tree languages and deterministic pushdown automata.
829,Synchronized regular expressions.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
830,On regular tree languages and deterministic pushdown automata.,Eliminating Unit Productions from LR Parsers.
831,On regular tree languages and deterministic pushdown automata.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
832,On regular tree languages and deterministic pushdown automata.,Context-Free Graph Grammars and Concatenation of Graphs.
833,On regular tree languages and deterministic pushdown automata.,On regular tree languages and deterministic pushdown automata.
834,On regular tree languages and deterministic pushdown automata.,Fifo Nets Without Order Deadlock.
835,On regular tree languages and deterministic pushdown automata.,Automatic verification of concurrent systems using a formula-based compositional approach.
836,A Modal Logic for Message Passing Processes.,The Expressive Power of Delay Operators in SCCS.
837,A Modal Logic for Message Passing Processes.,Best Huffman Trees.
838,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Another Polynomial Homomorphism.
839,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Optimizing the Costs of Hierarchical Quorum Consensus.
840,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,On Efficient Entreeings.
841,Does indirect addressing matter? - A note.,Does indirect addressing matter? - A note.
842,Reasoning Algebraically about Loops.,Compositional schedulability analysis of real-time actor-based systems.
843,Reasoning Algebraically about Loops.,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.
844,Reasoning Algebraically about Loops.,What is Failure? An Approach to Constructive Negation.
845,Reasoning Algebraically about Loops.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
846,Reasoning Algebraically about Loops.,Variance Reduction Techniques for the Simulation of Markov Process.
847,Reasoning Algebraically about Loops.,Weakly Context-Sensitive Languages as Model for Programming Languages.
848,Reasoning Algebraically about Loops.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
849,Reasoning Algebraically about Loops.,Optimizing the Costs of Hierarchical Quorum Consensus.
850,Reasoning Algebraically about Loops.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
851,Reasoning Algebraically about Loops.,A theory of formal synthesis via inductive learning.
852,Reasoning Algebraically about Loops.,Ein Vollständigkeitssatz für Programme und Schaltkreise.
853,Reasoning Algebraically about Loops.,Type-based information flow analysis for the pi-calculus.
854,Reasoning Algebraically about Loops.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
855,Reasoning Algebraically about Loops.,The Derivation of Systolic Implementations of Programs.
856,Reasoning Algebraically about Loops.,Equational weighted tree transformations.
857,Reasoning Algebraically about Loops.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
858,Reasoning Algebraically about Loops.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
859,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
