,paper,reference
1104,Head and state hierarchies for unary multi-head finite automata.,MAT learners for tree series: an abstract data type and two realizations.
1105,Head and state hierarchies for unary multi-head finite automata.,A Three-Stage Construction for Multiconnection Networks.
1106,Head and state hierarchies for unary multi-head finite automata.,The Expressive Power of Delay Operators in SCCS.
1107,Head and state hierarchies for unary multi-head finite automata.,Dispatcher Primitives for the Construction of Operating System Kernels.
1108,Head and state hierarchies for unary multi-head finite automata.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
1109,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1110,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
1111,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
1112,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.,Synchronized regular expressions.
1113,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1114,The stuttering principle revisited.,Extended multi bottom-up tree transducers.
1115,The stuttering principle revisited.,Trace Nets and Process Automata.
1116,The stuttering principle revisited.,Parallel Integer Sorting Using Small Operations.
1117,The stuttering principle revisited.,Performance Evaluation of Fork and Join Synchronization Primitives.
1118,The stuttering principle revisited.,Optimal Multiprogramming.
1119,The stuttering principle revisited.,Performance Preorder and Competitive Equivalence.
1120,The stuttering principle revisited.,The Expressive Power of Delay Operators in SCCS.
1121,The stuttering principle revisited.,Complete Parameterized Families of Job Scheduling Strategies.
1122,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Type-based information flow analysis for the pi-calculus.
1123,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,How to Calculate Symmetries of Petri Nets.
1124,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Metric propositional neighborhood logic with an equivalence relation.
1125,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Systolic Automata for VLSI on Balanced Trees.
1126,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1127,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Fifo Nets Without Order Deadlock.
1128,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,The Expressive Power of Delay Operators in SCCS.
1129,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1130,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1131,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Compositional schedulability analysis of real-time actor-based systems.
1132,Lazy Structure Sharing for Query Optimization.,A Principle of Independence for Binary Tree Searching.
1133,Fair ambients.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
1134,Fair ambients.,STG decomposition strategies in combination with unfolding.
1135,Fair ambients.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1136,Fair ambients.,A note on autodense related languages.
1137,Fair ambients.,Multitype Multiprogramming Models.
1138,Fair ambients.,Data Encodings and Their Costs.
1139,Fair ambients.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
1140,Fair ambients.,A Principle of Independence for Binary Tree Searching.
1141,Fair ambients.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
1142,Fair ambients.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
1143,Fair ambients.,A Survey of Normal Form Covers for Context Free Grammars.
1144,Fair ambients.,A first step in characterizing three-element codes.
1145,Fair ambients.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1146,Fair ambients.,A Workload Model Representative of Static and Dynamic Characteristics.
1147,Fair ambients.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1148,Fair ambients.,Contextual Nets.
1149,Fair ambients.,COSY - A System Specification Language Based on Paths and Processes.
1150,Concurrent Access to Data.,Recognizability of graph and pattern languages.
1151,Concurrent Access to Data.,Lazy Structure Sharing for Query Optimization.
1152,Concurrent Access to Data.,Systolic Automata for VLSI on Balanced Trees.
1153,Concurrent Access to Data.,A characterization of rational D0L power series.
1154,Relaxed red-black trees with group updates.,Bounded Quantification and Relations Recognizable by Finite Automata.
1155,Relaxed red-black trees with group updates.,Special issue: Synthesis and SYNT 2014.
1156,Relaxed red-black trees with group updates.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1157,Relaxed red-black trees with group updates.,Optimizing the Costs of Hierarchical Quorum Consensus.
1158,Relaxed red-black trees with group updates.,Multitype Multiprogramming Models.
1159,Relaxed red-black trees with group updates.,Automatic Correction of Syntax-Errors in Programming Languages.
1160,Relaxed red-black trees with group updates.,Data Refinement by Calculation.
1161,Relaxed red-black trees with group updates.,Program Refinement in Fair Transition Systems.
1162,Relaxed red-black trees with group updates.,A general account of coinduction up-to.
1163,Relaxed red-black trees with group updates.,A Comparison of Two Synchronizing Concepts.
1164,Relaxed red-black trees with group updates.,How to Calculate Symmetries of Petri Nets.
1165,Relaxed red-black trees with group updates.,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems."
1166,Relaxed red-black trees with group updates.,Fair ambients.
1167,Relaxed red-black trees with group updates.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
1168,Relaxed red-black trees with group updates.,Stochastic cooperative distributed grammar systems and random graphs.
1169,Relaxed red-black trees with group updates.,A Survey of Normal Form Covers for Context Free Grammars.
1170,Relaxed red-black trees with group updates.,A Note on Synthesis and Classification of Sorting Algorithms.
1171,Relaxed red-black trees with group updates.,Correctness of the Compiling Process Based on Axiomatic Semantics.
1172,Relaxed red-black trees with group updates.,Fifo Nets Without Order Deadlock.
1173,Relaxed red-black trees with group updates.,A Synthesis of Several Sorting Algorithms.
1174,Relaxed red-black trees with group updates.,Trace- and failure-based semantics for responsiveness.
1175,Relaxed red-black trees with group updates.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1176,Relaxed red-black trees with group updates.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1177,Relaxed red-black trees with group updates.,Compositional Refinements in Multiple Blackboard Systems.
1178,Relaxed red-black trees with group updates.,Two Notions of Correctness and Their Relation to Testing.
1179,Relaxed red-black trees with group updates.,The Parsing Problem for Affix Grammars.
1180,Relaxed red-black trees with group updates.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
1181,Relaxed red-black trees with group updates.,COSY - A System Specification Language Based on Paths and Processes.
1182,Generation of Efficient ,Instruction sequence processing operators.
1183,Generation of Efficient ,Another Polynomial Homomorphism.
1184,Generation of Efficient ,On the Look-Ahead Problem in Lexical Analysis.
1185,Generation of Efficient ,Hierarchies of Complete Problems.
1186,Generation of Efficient ,Type-based information flow analysis for the pi-calculus.
1187,Generation of Efficient ,On a Class of Recursive Procedures and Equivalent Iterative Ones.
1188,Generation of Efficient ,Algorithms for Fast Evaluation of Boolean Expressions.
1189,Generation of Efficient ,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
1190,Generation of Efficient ,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
1191,Generation of Efficient ,Head and state hierarchies for unary multi-head finite automata.
1192,Generation of Efficient ,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
1193,Generation of Efficient ,Priority Conflict-Free Petri Nets.
1194,Generation of Efficient ,Optimal Multiprogramming.
1195,Generation of Efficient ,Trace- and failure-based semantics for responsiveness.
1196,Generation of Efficient ,Branching Processes in the Analysis of the Heights of Trees.
1197,Generation of Efficient ,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1198,Generation of Efficient ,Efficient controller synthesis for a fragment of MTL
1199,Generation of Efficient ,Best Huffman Trees.
1200,Generation of Efficient ,On Efficient Entreeings.
1201,Generation of Efficient ,A Note on Multihead Automata and Context-Sensitive Languages
1202,Generation of Efficient ,Compositional schedulability analysis of real-time actor-based systems.
1203,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1204,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1205,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Gobang ist PSPACE-vollständig.
1206,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,On the Look-Ahead Problem in Lexical Analysis.
1207,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
1208,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,The Expressive Power of Delay Operators in SCCS.
1209,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Hex ist PSPACE-vollständig.
1210,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Complete Parameterized Families of Job Scheduling Strategies.
1211,Priority Conflict-Free Petri Nets.,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.
1212,Priority Conflict-Free Petri Nets.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1213,Priority Conflict-Free Petri Nets.,Multitype Multiprogramming Models.
1214,Priority Conflict-Free Petri Nets.,Automatic Correction of Syntax-Errors in Programming Languages.
1215,Priority Conflict-Free Petri Nets.,Context-Free Graph Grammars and Concatenation of Graphs.
1216,Priority Conflict-Free Petri Nets.,Does indirect addressing matter? - A note.
1217,Priority Conflict-Free Petri Nets.,Relaxed red-black trees with group updates.
1218,Priority Conflict-Free Petri Nets.,Stochastic cooperative distributed grammar systems and random graphs.
1219,Priority Conflict-Free Petri Nets.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
1220,Priority Conflict-Free Petri Nets.,Two Notions of Correctness and Their Relation to Testing.
1221,Priority Conflict-Free Petri Nets.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
1222,Priority Conflict-Free Petri Nets.,Dispatcher Primitives for the Construction of Operating System Kernels.
1223,Optimum Multiway Search Trees.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
1224,Optimum Multiway Search Trees.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
1225,Optimum Multiway Search Trees.,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
1226,Optimum Multiway Search Trees.,Optimal Multiprogramming.
1227,Optimum Multiway Search Trees.,Maximum Entropy and the 
1228,Optimum Multiway Search Trees.,Compositional schedulability analysis of real-time actor-based systems.
1229,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,Recursive Petri nets.
1230,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1231,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,On the Look-Ahead Problem in Lexical Analysis.
1232,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,Recognizability of graph and pattern languages.
1233,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,A Principle of Independence for Binary Tree Searching.
1234,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1235,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,The Expressive Power of Delay Operators in SCCS.
1236,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1237,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,A Note on the Density of Inherently Ambiguous Context-free Languages.
1238,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,Complete Parameterized Families of Job Scheduling Strategies.
1239,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,Modelling higher-order dual nondeterminacy.
1240,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,A Note on Multihead Automata and Context-Sensitive Languages
1241,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,COSY - A System Specification Language Based on Paths and Processes.
1242,Parallel Integer Sorting Using Small Operations.,A note on autodense related languages.
1243,Parallel Integer Sorting Using Small Operations.,How to Calculate Symmetries of Petri Nets.
1244,Parallel Integer Sorting Using Small Operations.,An Efficiency Preorder for Processes.
1245,Parallel Integer Sorting Using Small Operations.,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
1246,Parallel Integer Sorting Using Small Operations.,The Undecidability of the Unification and Matching Problem for Canonical Theories.
1247,Parallel Integer Sorting Using Small Operations.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
1248,Parallel Integer Sorting Using Small Operations.,The stuttering principle revisited.
1249,Parallel Integer Sorting Using Small Operations.,Parallel Integer Sorting Using Small Operations.
1250,Parallel Integer Sorting Using Small Operations.,A Proof System for Distributed Processes.
1251,Parallel Integer Sorting Using Small Operations.,Backtracking in Recursive Computations.
1252,Parallel Integer Sorting Using Small Operations.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1253,Parallel Integer Sorting Using Small Operations.,Hex ist PSPACE-vollständig.
1254,Parallel Integer Sorting Using Small Operations.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
1255,Parallel Integer Sorting Using Small Operations.,Modelling higher-order dual nondeterminacy.
1256,Stochastic cooperative distributed grammar systems and random graphs.,Gobang ist PSPACE-vollständig.
1257,Stochastic cooperative distributed grammar systems and random graphs.,Recursive Petri nets.
1258,Stochastic cooperative distributed grammar systems and random graphs.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1259,Stochastic cooperative distributed grammar systems and random graphs.,On weighted first-order logics with discounting.
1260,Stochastic cooperative distributed grammar systems and random graphs.,Trace Nets and Process Automata.
1261,Stochastic cooperative distributed grammar systems and random graphs.,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
1262,Stochastic cooperative distributed grammar systems and random graphs.,A Proof System for Distributed Processes.
1263,Stochastic cooperative distributed grammar systems and random graphs.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1264,Stochastic cooperative distributed grammar systems and random graphs.,Trace- and failure-based semantics for responsiveness.
1265,Stochastic cooperative distributed grammar systems and random graphs.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1266,Stochastic cooperative distributed grammar systems and random graphs.,Relational structures model of concurrency.
1267,Stochastic cooperative distributed grammar systems and random graphs.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1268,Stochastic cooperative distributed grammar systems and random graphs.,Complete Parameterized Families of Job Scheduling Strategies.
1269,Performance Evaluation of Fork and Join Synchronization Primitives.,State space axioms for T-systems.
1270,Performance Evaluation of Fork and Join Synchronization Primitives.,Infinite Proof Rules for Loops.
1271,Performance Evaluation of Fork and Join Synchronization Primitives.,On weighted first-order logics with discounting.
1272,Performance Evaluation of Fork and Join Synchronization Primitives.,Modeling Splits in File Structures.
1273,Performance Evaluation of Fork and Join Synchronization Primitives.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
1274,Performance Evaluation of Fork and Join Synchronization Primitives.,Synchronized regular expressions.
1275,Performance Evaluation of Fork and Join Synchronization Primitives.,A Modal Logic for Message Passing Processes.
1276,Performance Evaluation of Fork and Join Synchronization Primitives.,Systolic Automata for VLSI on Balanced Trees.
1277,Performance Evaluation of Fork and Join Synchronization Primitives.,Performance Preorder and Competitive Equivalence.
1278,Performance Evaluation of Fork and Join Synchronization Primitives.,A Survey of Normal Form Covers for Context Free Grammars.
1279,Performance Evaluation of Fork and Join Synchronization Primitives.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1280,Performance Evaluation of Fork and Join Synchronization Primitives.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1281,Performance Evaluation of Fork and Join Synchronization Primitives.,Branching Processes in the Analysis of the Heights of Trees.
1282,Performance Evaluation of Fork and Join Synchronization Primitives.,On an Equivalence between Continuation and Stack Semantics.
1283,Performance Evaluation of Fork and Join Synchronization Primitives.,Complete Problems for Space Bounded Subclasses of NP.
1284,Some properties of the disjunctive languages contained in ,A Complete Algebraic Characterization of Behavioral Subtyping.
1285,Some properties of the disjunctive languages contained in ,Recursive Petri nets.
1286,Some properties of the disjunctive languages contained in ,Recognizability of graph and pattern languages.
1287,Some properties of the disjunctive languages contained in ,Does indirect addressing matter? - A note.
1288,Some properties of the disjunctive languages contained in ,Performance Preorder and Competitive Equivalence.
1289,Some properties of the disjunctive languages contained in ,A Note on Synthesis and Classification of Sorting Algorithms.
1290,Some properties of the disjunctive languages contained in ,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1291,Some properties of the disjunctive languages contained in ,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1292,Some properties of the disjunctive languages contained in ,Branching Processes in the Analysis of the Heights of Trees.
1293,Some properties of the disjunctive languages contained in ,Maximum Entropy and the 
1294,Some properties of the disjunctive languages contained in ,On an Equivalence between Continuation and Stack Semantics.
1295,Some properties of the disjunctive languages contained in ,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1296,Some properties of the disjunctive languages contained in ,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1297,Some properties of the disjunctive languages contained in ,The Parsing Problem for Affix Grammars.
1298,Some properties of the disjunctive languages contained in ,Dispatcher Primitives for the Construction of Operating System Kernels.
1299,Some properties of the disjunctive languages contained in ,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.
1300,Some properties of the disjunctive languages contained in ,COSY - A System Specification Language Based on Paths and Processes.
1301,Systolic Automata for VLSI on Balanced Trees.,Type-based information flow analysis for the pi-calculus.
1302,Systolic Automata for VLSI on Balanced Trees.,Recognizability of graph and pattern languages.
1303,Systolic Automata for VLSI on Balanced Trees.,A Modal Logic for Message Passing Processes.
1304,Systolic Automata for VLSI on Balanced Trees.,Trace Nets and Process Automata.
1305,A new natural structural congruence in the pi-calculus with replication.,Multitype Multiprogramming Models.
1306,A new natural structural congruence in the pi-calculus with replication.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
1307,A new natural structural congruence in the pi-calculus with replication.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
1308,A new natural structural congruence in the pi-calculus with replication.,Lazy Structure Sharing for Query Optimization.
1309,A new natural structural congruence in the pi-calculus with replication.,A new natural structural congruence in the pi-calculus with replication.
1310,A new natural structural congruence in the pi-calculus with replication.,The Derivation of Systolic Implementations of Programs.
1311,A new natural structural congruence in the pi-calculus with replication.,The Expressive Power of Delay Operators in SCCS.
1312,A new natural structural congruence in the pi-calculus with replication.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1313,A new natural structural congruence in the pi-calculus with replication.,On Removing the Machine from the Language.
1314,Optimal Multiprogramming.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
1315,Optimal Multiprogramming.,A Proof System for Distributed Processes.
1316,Optimal Multiprogramming.,Trace- and failure-based semantics for responsiveness.
1317,Optimal Multiprogramming.,Modelling higher-order dual nondeterminacy.
1318,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Instruction sequence processing operators.
1319,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
1320,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1321,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,How to Calculate Symmetries of Petri Nets.
1322,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,An Efficiency Preorder for Processes.
1323,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
1324,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Fair ambients.
1325,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.
1326,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Some properties of the disjunctive languages contained in 
1327,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1328,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,The Lattice of Data Refinement.
1329,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Backtracking in Recursive Computations.
1330,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Efficient LL(1) Error Correction and Recovery Using Only Insertions.
1331,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Equational weighted tree transformations.
1332,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
1333,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Two Notions of Correctness and Their Relation to Testing.
1334,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1335,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
1336,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Attribute (Re)evaluation in OPTRAN.
1337,On Real-Time Cellular Automata and Trellis Automata.,STG decomposition strategies in combination with unfolding.
1338,On Real-Time Cellular Automata and Trellis Automata.,Variance Reduction Techniques for the Simulation of Markov Process.
1339,On Real-Time Cellular Automata and Trellis Automata.,Program Refinement in Fair Transition Systems.
1340,On Real-Time Cellular Automata and Trellis Automata.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
1341,On Real-Time Cellular Automata and Trellis Automata.,Recognizability of graph and pattern languages.
1342,On Real-Time Cellular Automata and Trellis Automata.,On weighted first-order logics with discounting.
1343,On Real-Time Cellular Automata and Trellis Automata.,Modeling Splits in File Structures.
1344,On Real-Time Cellular Automata and Trellis Automata.,Head and state hierarchies for unary multi-head finite automata.
1345,On Real-Time Cellular Automata and Trellis Automata.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
1346,On Real-Time Cellular Automata and Trellis Automata.,Liveness of a mutex algorithm in a fair process algebra.
1347,On Real-Time Cellular Automata and Trellis Automata.,Backtracking in Recursive Computations.
1348,On Real-Time Cellular Automata and Trellis Automata.,A Synthesis of Several Sorting Algorithms.
1349,On Real-Time Cellular Automata and Trellis Automata.,A Workload Model Representative of Static and Dynamic Characteristics.
1350,On Real-Time Cellular Automata and Trellis Automata.,Hex ist PSPACE-vollständig.
1351,On Real-Time Cellular Automata and Trellis Automata.,Complete Problems for Space Bounded Subclasses of NP.
1352,On Real-Time Cellular Automata and Trellis Automata.,Efficient controller synthesis for a fragment of MTL
1353,On Real-Time Cellular Automata and Trellis Automata.,The Parsing Problem for Affix Grammars.
1354,On Real-Time Cellular Automata and Trellis Automata.,Functional Behavior in Data Spaces.
1355,On Real-Time Cellular Automata and Trellis Automata.,Complete Parameterized Families of Job Scheduling Strategies.
1356,On Real-Time Cellular Automata and Trellis Automata.,Compositional schedulability analysis of real-time actor-based systems.
1357,On Real-Time Cellular Automata and Trellis Automata.,Attribute (Re)evaluation in OPTRAN.
1358,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1359,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Probabilistic bisimulation for realistic schedulers.
1360,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Another Polynomial Homomorphism.
1361,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Special issue: Synthesis and SYNT 2014.
1362,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Representation and uniformization of algebraic transductions.
1363,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1364,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,"Running a job on a collection of partly available machines, with on-line restarts."
1365,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,On the Look-Ahead Problem in Lexical Analysis.
1366,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
1367,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems."
1368,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Does indirect addressing matter? - A note.
1369,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,The stuttering principle revisited.
1370,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
1371,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Fair ambients.
1372,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Parallel Integer Sorting Using Small Operations.
1373,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,A new natural structural congruence in the pi-calculus with replication.
1374,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
1375,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,MAT learners for tree series: an abstract data type and two realizations.
1376,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1377,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,The Expressive Power of Delay Operators in SCCS.
1378,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
1379,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Two Notions of Correctness and Their Relation to Testing.
1380,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,The Parsing Problem for Affix Grammars.
1381,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,A Note on Multihead Automata and Context-Sensitive Languages
1382,Performance Preorder and Competitive Equivalence.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
1383,Performance Preorder and Competitive Equivalence.,Performance Preorder and Competitive Equivalence.
1384,Performance Preorder and Competitive Equivalence.,A Proof System for Distributed Processes.
1385,Performance Preorder and Competitive Equivalence.,Complete Problems for Space Bounded Subclasses of NP.
1386,A Survey of Normal Form Covers for Context Free Grammars.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1387,A Survey of Normal Form Covers for Context Free Grammars.,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.
1388,A Survey of Normal Form Covers for Context Free Grammars.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1389,A Survey of Normal Form Covers for Context Free Grammars.,Concurrent Access to Data.
1390,A Survey of Normal Form Covers for Context Free Grammars.,The Lattice of Data Refinement.
1391,A Survey of Normal Form Covers for Context Free Grammars.,Branching Processes in the Analysis of the Heights of Trees.
1392,A Survey of Normal Form Covers for Context Free Grammars.,Hex ist PSPACE-vollständig.
1393,A Survey of Normal Form Covers for Context Free Grammars.,On an Equivalence between Continuation and Stack Semantics.
